t, pos_x, pos_y, vel_x, vel_y, thrust_x, thrust_y
1.410000000000000000e+03,1.500000000014980774e+11,4.199064805425224453e+07,-3.185454679580802112e-03,2.978119463157466453e+04,6.384494297210231706e-02,8.475988575127322289e-01
1.420000000000000000e+03,1.500000000014720154e+11,4.228846008532771468e+07,-2.606006054923195453e-03,2.978120310754672391e+04,3.416614317706950267e-03,8.499931333526195010e-01
1.430000000000000000e+03,1.500000000014457092e+11,4.258627220140232891e+07,-2.630840716710837121e-03,2.978121160746142414e+04,5.028229379778869496e-02,8.485114559806681278e-01
1.440000000000000000e+03,1.500000000014238281e+11,4.288408440232792497e+07,-2.187018583598258903e-03,2.978122009255923331e+04,1.539011248373576115e-03,8.499986067308447080e-01
1.450000000000000000e+03,1.500000000014015198e+11,4.318189668825320899e+07,-2.230629275879728382e-03,2.978122859252843409e+04,-5.495458029289598118e-02,8.482216656657809439e-01
1.460000000000000000e+03,1.500000000013731384e+11,4.347970905900049210e+07,-2.839175883473092632e-03,2.978123707472810565e+04,7.291972345168809197e-03,8.499687212711520834e-01
1.470000000000000000e+03,1.500000000013448792e+11,4.377752151474447548e+07,-2.825256964584314714e-03,2.978124557439821729e+04,-6.836840593848031444e-02,8.472459861630687872e-01
1.480000000000000000e+03,1.500000000013092041e+11,4.407533405521288514e+07,-3.567941828429835836e-03,2.978125404684085879e+04,5.720640378404735771e-02,8.480727724470917828e-01
1.490000000000000000e+03,1.500000000012786560e+11,4.437314668048840016e+07,-3.054878594947196997e-03,2.978126252755124733e+04,4.575588278055137126e-02,8.487675766609915629e-01
1.500000000000000000e+03,1.500000000012521057e+11,4.467095939064049721e+07,-2.656320571395932081e-03,2.978127101520956057e+04,2.203205905709998413e-02,8.497144157737377412e-01
1.510000000000000000e+03,1.500000000012271423e+11,4.496877218576385826e+07,-2.495000784974894803e-03,2.978127951233614658e+04,-1.072211928333036274e-01,8.432103034281562826e-01
1.520000000000000000e+03,1.500000000011908875e+11,4.526658506520806998e+07,-3.626213517352908002e-03,2.978128794442149228e+04,-8.642769386296543510e-02,8.455946154828148931e-01
1.530000000000000000e+03,1.500000000011453857e+11,4.556439802921156585e+07,-4.549491259921864539e-03,2.978129640034984186e+04,-5.382333403837964020e-02,8.482941993866237596e-01
1.540000000000000000e+03,1.500000000010939331e+11,4.586221107804430276e+07,-5.146725404138598886e-03,2.978130488327391504e+04,5.870864135029713049e-02,8.479701029109470989e-01
1.550000000000000000e+03,1.500000000010477600e+11,4.616002421167387068e+07,-4.618639794361507032e-03,2.978131336295690562e+04,1.000954704375795201e-01,8.440858349705198105e-01
1.560000000000000000e+03,1.500000000010109863e+11,4.645783742971184105e+07,-3.676685893603831839e-03,2.978132180379709826e+04,-6.026750177812590509e-02,8.478607363414252251e-01
1.570000000000000000e+03,1.500000000009675903e+11,4.675565073253570497e+07,-4.338361714894745612e-03,2.978133028238618863e+04,-6.133783173569749836e-02,8.477839762569020499e-01
